feature0,feature1,feature2,feature3,feature4,class
4.115910172669087,8.678126301661656,16.0102970378966,5.731837376848511,18.907270591385537,A
1.9933430200117772,8.92000176527033,15.332958326994097,10.389250561589375,0.023662352454760338,A
0.09599381829550258,8.847990379538711,7.292826511401906,4.059211968403663,7.914817281625974,A
3.8085252609009066,8.726178884025234,13.842176855550582,9.997444056363065,0.1784661352978798,A
4.554316909174816,8.850917426694226,15.659514116359457,8.053744100990663,0.341788143113293,A
2.9816941886068458,8.61387040300784,10.330245531618958,5.993615448196267,17.80790744112184,A
5.138469857421339,8.846069585441828,21.090427628484736,15.710796879098023,4.734929638659883,A
2.9021229081980167,8.730322783576888,12.186167884286824,11.691231952023985,0.7218100617286698,A
0.6764619977022993,8.720980857435423,11.308052254393228,14.995890973883863,2.255381241852257,A
3.970553805043,8.750043196938108,11.46024460653476,2.7992351337534176,4.16196644732189,A
6.204415643424854,8.560198479184361,12.156204950932267,19.456909757936984,8.669257846599947,A
5.15596590907479,8.822678099391377,16.422526571549085,3.72022912836442,17.56832747242758,A
2.1960096314316218,8.603885756015572,8.858179393160354,16.850092303488964,13.790496492746502,A
0.26806619167665086,8.780961454880112,14.77299504507842,11.89989315972614,19.64518860570088,A
3.0011079752534084,8.892202833538565,20.556885970183213,2.3323256038340983,12.728057386603776,A
3.9286843421052895,8.76987123312373,10.605791028400446,18.287455543703906,13.198371001833525,A
5.005536708315271,8.554889457862513,8.412156727132615,17.282924196655593,8.511346070167683,A
2.079577082532665,8.963635160801138,14.940362547983414,9.991576543335519,0.10346267183405544,A
5.598435434265581,8.86730351605783,21.341211305194562,3.8405032522064513,5.5268348892704156,A
4.997535370213038,8.787398843177158,14.861021872636755,19.536882739409123,7.675331552876432,A
1.2545290008368355,8.806624370397435,15.036557185997562,9.223263651642721,19.961852403016664,A
3.8631699350514612,8.735540533717307,19.294909683893323,8.694689496703784,1.2342096199472081,A
1.0931904272358983,8.766781707755522,13.842645051233902,1.1490265220715106,5.7625302243126075,A
4.278558995151036,8.791888211411665,20.42550874749256,10.159792255140449,1.7003045985723055,A
1.7546809526464269,8.702482345206425,6.997214647017595,15.017863199784902,7.159064199793342,A
0.59092050724768,8.77904374543071,14.393336519632893,12.088841982693136,0.43724322359448387,A
0.16956734590864248,8.981750700959285,7.797549915741289,11.354472764020644,3.3883518020889243,A
5.473394780544985,8.95997362714554,17.256260927392248,4.437145031792166,2.1599911968227854,A
5.908941749916915,8.940506951991779,24.000067597382518,6.149377934287321,9.332046844306834,A
5.23976395744848,8.966334786784552,16.12451124702561,17.54232364285997,16.26539215448853,A
1.9929779866465998,8.983931341356593,15.267020690427922,13.390356650520928,19.21933775426102,A
2.4063711827913514,8.796624243802444,22.91248590601053,6.3611264689951685,5.2677537221574955,A
0.44508784490510306,8.876325443378034,15.690819303547094,9.413815565626821,19.763098026131736,A
5.7608259403656765,8.801422673351682,13.25951598587717,9.389748215989263,0.3500632837908686,A
1.8483933963347658,8.86086192296539,15.258986273241803,3.1120844887975867,2.9896050186357295,A
3.1452001151719187,8.569469353599118,19.08168287178011,4.883495921461702,2.5969806679474887,A
0.17075163313739108,8.835678388580885,7.578055399743255,8.883151110683768,3.6043572322231574,A
4.2912546728648975,8.712499033881414,18.75117249528318,18.69845501085224,7.145773932561184,A
1.2319076473171922,8.740201457146723,12.127392190691676,9.157482033686717,0.5091981384589115,A
5.616219447639639,8.584991911207586,16.42622628694839,14.397432602646525,1.3250501621474928,A
1.7614147001685105,8.802108429490334,13.96977837529911,8.947087770303908,19.878126952065887,A
4.1369741625563075,8.982074831880626,11.040035932265502,15.627553256008781,2.796150475525801,A
2.2994972704011896,8.796309042427316,12.240363269859358,10.399845877757175,19.520078803482804,A
0.7016805384498813,8.680269299766266,15.587063507951875,10.854197069266947,19.944845739302615,A
5.017433252369659,8.624971369123799,9.59633571912011,18.253165718704885,10.42062824106388,A
1.1570780659690636,8.825036165904958,21.43319065577011,12.690291524993798,17.11274404015709,A
4.32150769624642,8.92356449754798,12.507021820737975,5.689865958805183,18.630074150815112,A
2.536314557884388,8.701340395297427,10.674552517842715,11.821172221497497,18.807778537342244,A
1.3115773481314004,8.610172311540213,22.444156986690214,4.490250709613795,6.332025179911039,A
6.098873608185816,8.93704353317644,16.067927266989717,8.958347395382155,19.855012117711382,A
0.4016107031402359,8.889199921834981,9.115206929900236,7.434843846449042,17.51223058979636,A
1.239892970843284,8.601713137428387,14.083199899778885,8.976532786892609,19.78777224826811,A
2.2156987490716533,8.908757455792754,15.891227024398844,8.403856721753208,0.26094537832960896,A
0.4416634753737833,8.834474684066754,21.953345053515175,16.326871879022278,13.05454564054071,A
4.816929355454359,8.896480209158957,19.110684119164002,16.131478134825876,16.557638736818483,A
4.652196740863854,8.690412852225174,8.847217187501734,11.330172992767467,17.717028256951416,A
0.299234428715797,8.567874888440144,16.918912710142465,11.143848069679533,19.722960914944593,A
1.3365860527588829,8.761499864853109,13.862110855161632,6.3015059043911545,0.942835222156301,A
4.611900794673358,8.926950432971296,24.495066345679117,7.579821529105002,9.454214163836763,A
4.603647891105654,8.693635477633434,14.690601509194805,0.8102593613335749,6.187773742982936,A
2.0755044737316033,8.974341160959078,16.032336354773484,10.887783039756734,19.8646911696661,A
4.088142888918269,8.705412523639048,18.13593508371497,9.42286117302345,0.6439716816945928,A
0.3325727953872441,8.90124081924802,18.757951581238444,5.625358245665099,1.8449133210226076,A
4.07288383939711,8.565786736252745,18.00613373079752,1.7776095905364215,14.545678003984264,A
3.0417185476872137,8.554180720224007,8.286778630757002,4.081794754915731,14.170150851419898,A
2.6495518522248376,8.836719733556173,18.1457319256521,6.613652027382395,1.2869613493868428,A
0.2991657008985321,8.562546429791977,19.07825709834896,14.49291428553925,2.1629803862997905,A
2.4407320487311854,8.643420403922637,11.968378766013615,17.92335577390689,15.012864727518869,A
4.292783372872595,8.833563229210826,15.765853566128651,7.596596965857561,0.33727466290008934,A
4.120479810580994,8.916859589318548,15.256925358009989,10.140477989066362,0.18514310953216473,A
2.5238953245394353,8.66355617171324,12.94768129469269,7.295971387757767,19.213812795867394,A
0.05680817304953717,8.585656264423404,24.133419200058746,10.10451982905647,13.908767219045652,A
0.9258305320152294,8.579833311833426,8.261236427748901,8.055713728268204,17.085775768491935,A
2.99026990682122,8.933313431733216,13.673672821405285,9.893764637371508,19.830842584086696,A
2.3075397282602417,8.61457718462213,24.446677755580623,10.540955721128523,6.932809711771832,A
0.32861628503248497,8.958814511833122,12.519427684580275,9.607252781955353,0.4531064049440481,A
3.186888774686434,8.850479275631955,13.576545578361682,1.1815338733373757,14.225341568795749,A
4.122995906896993,8.705857437753707,12.161898412115605,6.57593145375818,18.813693254422702,A
1.8966244230858513,8.674822768415034,20.713495148420073,3.3102802715107025,5.470871955103602,A
4.337155591286584,8.642151873784101,14.018886000876142,6.509350044266479,19.286447082156723,A
3.6679314408287147,8.890700823677413,20.803483080119346,16.782854990455732,5.677455249046968,A
5.7588754886048,8.973041507153976,12.906827113799011,3.6173015223779714,2.752365258235999,A
3.721853772157991,8.676599448881039,13.775386760658604,11.48532661422303,19.708721597722132,A
5.627885054628122,8.746244744080961,12.62735510079894,18.0344887947652,4.720467197760408,A
6.061413725931851,8.692517386532181,13.432061309428196,6.403180440979088,19.068975349483615,A
6.212545802270855,8.62981970563163,17.738219419971827,13.94828032549685,1.36364536951168,A
5.200559230558374,8.775689370095485,21.89411213732115,3.520652104172963,7.239813301566608,A
3.881159782696626,8.945412746144184,17.301445961996343,6.648882059295247,1.071824429500488,A
1.8483194353202481,8.637615817569976,17.043020980355315,8.737836916201067,0.4252788214914496,A
4.167625274595295,8.70434958975998,7.750237452624466,9.231587944528215,3.3267787275427674,A
1.1750765128942888,8.85008544164414,12.632965899722123,19.58439164633087,8.994925664701459,A
4.5628516571743996,8.614263935656352,18.653971459764055,11.654708463220723,18.986773115441373,A
0.8462241909617051,8.553883056617806,19.6819573767943,12.107182857636467,1.5541813745970643,A
4.853042171218752,8.999811452534791,13.97279598003972,5.541701703321432,18.744077477227414,A
3.123148150198298,8.645841616975819,5.788431552626411,13.343241205750651,8.967809634958261,A
0.8270018822223308,8.80593933232286,9.232303350196853,12.907727764285678,17.554107848463964,A
0.20712413303406366,8.6906843150852,22.594470077751932,11.57189944116934,3.881577345426236,A
0.4617972417797666,8.79527439831324,20.524814207800155,8.498909566428516,18.022423298502673,A
