Id,Category
1014,B
1015,B
1016,C
1017,B
1018,B
1019,B
1020,B
1021,C
1022,C
1023,C
1024,B
1025,B
1026,B
1027,C
1028,B
1029,C
1030,B
1031,C
1032,B
1033,C
1034,B
1035,B
1036,C
1037,C
1038,C
1039,B
1040,B
1041,C
1042,C
1043,C
1044,B
1045,C
1046,C
1047,C
1048,B
1049,B
1050,C
1051,B
1052,B
1053,B
1054,C
1055,C
1056,C
1057,C
1058,B
1059,B
1060,C
1061,C
1062,B
1063,B
1064,C
1065,C
1066,C
1067,B
1068,B
1069,B
1070,B
1071,B
1072,B
1073,B
1074,C
1075,B
1076,C
1077,B
1078,C
1079,B
1080,C
1081,B
1082,C
1083,B
1084,B
1085,C
1086,C
1087,C
1088,C
1089,C
1090,B
1091,B
1092,B
1093,C
1094,B
1095,B
1096,C
1097,B
1098,C
1099,C
1100,B
1101,C
1102,C
1103,C
1104,C
1105,B
1106,B
1107,B
1108,C
1109,C
1110,B
1111,B
1112,C
1113,B
1114,B
1115,B
1116,B
1117,B
1118,C
1119,C
1120,C
1121,B
1122,C
1123,B
1124,C
1125,B
1126,B
1127,C
1128,B
1129,B
1130,B
1131,B
1132,C
1133,C
1134,B
1135,C
1136,B
1137,B
1138,B
1139,C
1140,C
1141,B
1142,B
1143,B
1144,B
1145,C
1146,B
1147,C
1148,C
1149,B
1150,B
1151,B
1152,C
1153,B
1154,B
1155,B
1156,C
1157,C
1158,C
1159,C
1160,C
1161,C
1162,C
1163,B
1164,B
1165,C
1166,B
1167,B
1168,B
1169,C
1170,C
1171,C
1172,B
1173,C
1174,C
1175,C
1176,C
1177,B
1178,B
1179,B
1180,C
1181,C
1182,B
1183,C
1184,C
1185,B
1186,C
1187,B
1188,B
1189,C
1190,B
1191,B
1192,C
1193,C
1194,B
1195,C
1196,B
1197,B
1198,B
1199,C
1200,B
