feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,class
7.1728491204920335,8.368236296420983,5.060625073271867,9.193187634503293,6.179375515327205,10.53902003384372,10.253188485623992,5.7577867107793965,7.093782160125285,11.9821331153475,0.14285076273957445,2.4668422401377987,5.5385478287637415,6.676509070312006,A
4.191167693787639,5.897299724312896,4.087732678522843,9.018442445543991,8.24636888988828,9.35161717432643,7.841547930576202,9.185678325926208,10.2750718915986,3.374108319102385,4.158709186758578,4.094036701338266,5.944785175376129,5.446690232200864,A
5.345508060723357,5.168657098360584,5.975201461276773,5.64692938000391,12.913498426158322,7.3778642951806885,4.754142569191931,5.221509666808081,9.67344286365766,10.226154558725703,5.7719187216623835,5.095368510097808,4.272498170775824,6.99248237105776,A
8.284880444389982,7.280406270766893,6.371598836607527,5.113471982569748,12.724496104782135,12.548255837997797,6.277546051646689,1.745729344850413,4.377580495798177,3.2026581417927353,2.2711560192976674,3.5614686203635975,5.116181431059272,6.80936410712761,A
5.246310633995742,7.2675193531171125,4.256374147374244,8.625227582310252,15.47670934464742,6.928250361003061,11.210571786015793,4.053110461879024,7.017754619987416,2.5308199464632986,3.627361014779994,6.074664005744376,4.488415834223966,5.356889822823914,A
4.637365626792144,5.43118033195575,3.819919265504854,10.936478566140435,15.171896124689715,12.906289447390995,7.478944034809043,7.508148282601811,5.5640789033655365,1.8333450041295318,2.923726509880743,5.534922640164193,4.779641427899572,6.364256450967037,A
10.031352957725964,4.054706667041598,4.842555276587713,9.600121347206192,12.934547235039187,11.565765373142543,12.283833255542028,6.3485360663453125,6.553758458240194,11.780612285218567,0.030788717480860563,2.8005363487568626,5.283116139508446,5.22095690010709,A
10.022969673063244,4.971778133357362,5.194380452349684,9.217546098030558,18.360297813350414,8.446879441519476,11.46982128272587,10.691898954517573,11.146545331173751,6.682665320379558,4.742817038022053,3.9783851567371644,6.004113469588047,6.260885074341189,A
7.017268047184977,5.972846209214674,5.824862818152324,9.674776645112768,13.597861197416641,13.616308471574888,5.108076211558506,8.223475652035408,1.438526878670677,6.4954977794482796,1.571784961057285,5.04058340769522,4.553980634106076,5.346859491684861,A
4.979423162689329,7.477042626050221,6.068823119091365,9.074313390205813,10.473577101619131,7.7042239431326545,6.3670071869768705,3.743195318389827,7.707570166941943,1.3588615898370913,2.6866888047284134,2.728735311986937,5.723165584867705,6.849906202357955,A
4.384914135260216,2.4054859479160577,4.221757218349415,11.885148436421515,16.79637445170771,11.561975951817354,7.259503570028737,8.46347696398709,6.383531290694413,2.891819182603683,3.7175318635875634,3.0823444944432743,4.302208039406801,3.6115427230805808,A
5.639156004598879,5.491639368748695,6.673138062590523,10.047307054253372,11.777551108940813,6.297332058898481,4.676048124883129,6.362488854141759,6.277041385196035,2.2727035409700536,3.1854453263231575,1.0181469899973692,4.2313643843131725,5.975414652073201,A
9.819206818688679,8.35732842453045,5.227258610079069,10.874313347400872,13.027647617767878,11.876591895314506,10.64043078937624,4.463215546149009,3.6038248469681218,3.209566128246577,2.3044060134758078,4.099473752366714,4.914358386603889,4.766890441579404,A
7.6186776161919685,5.59305370911132,3.2990993482350275,10.163922423876834,12.980728905755402,15.137128831306615,8.303794926941857,6.742932450137908,2.9680647348145768,2.5862557473354326,2.4423728951007235,4.78106250289438,5.113702054808124,5.500568729077757,A
8.62188471037124,5.148161719156243,4.77438357514974,8.976843133365428,17.904449334213158,8.025817001062148,6.798314208089018,6.446932700646909,6.646699324464398,12.242704561104986,6.246923213513779,5.059485796604173,5.746482285211737,4.303029386960947,A
2.5102017734112008,7.195821498565236,2.9107342645961047,9.794247784404135,12.12421139323601,11.78193836051233,11.05009946925528,7.011562841723661,7.8312519936436855,1.0702038882311529,2.927946926854653,1.203921677363972,5.556117618807821,6.726397383093817,A
8.291959076097651,6.697161117263232,5.750857951468182,6.830976819542543,13.82188400176052,9.08812355909567,11.817374760460138,8.35895939010935,2.4144804652600875,2.8265889575820635,3.956843917377587,1.9978102017544934,5.357282502587021,6.166473584795908,A
9.63002040471333,3.2402276132307435,5.142326047155067,6.349381674170572,12.542805363877942,7.730631318292405,9.404453650923456,8.71579678150058,8.84036013037298,3.913682783684472,2.212843261896536,0.8127309199635427,4.318907178928316,4.024231872894102,A
4.12976339056513,6.46585453169574,6.826619848631153,4.976367457783718,13.319563002236563,7.769921758285324,11.880212265184,1.7579576024472505,10.48042770883995,3.923270316776817,4.244289732012719,5.584882648825991,5.71095327750459,6.937465419283885,A
